V1	V2	V3	V4	V5	V6	V7
216.120.241.254	192.168.1.239	8	SMTP	82.5	15.7389416961334	0.228941999999989
195.188.53.99	192.168.1.247	60	TCP	60.6666666666667	0.950765377083057	0.290139999999994
195.188.53.99	192.168.1.247	20	SMTP	175	0	0.775368
216.120.251.187	192.168.1.239	12	TCP	60.6666666666667	0.984731927834662	0.693185999999997
216.120.251.187	192.168.1.239	16	SMTP	82.5	15.2052622469986	0.236125000000001
80.168.44.10	192.168.1.243	24	TCP	60	0	0.36354200000001
80.168.44.10	192.168.1.243	30	SMTP	120.2	46.3438423540596	0.263531999999998
80.168.44.10	192.168.1.239	163	TCP	60	0	0.245498499999997
80.168.44.10	192.168.1.239	205	SMTP	107.014634146341	38.265388811175	0.199594999999988
193.252.22.184	192.168.1.243	50	TCP	60.96	1.0093440990089	0.808091000000005
193.252.22.184	192.168.1.243	24	SMTP	187	0	1.735302
194.154.164.62	192.168.1.243	8	TCP	60.5	0.925820099772551	1.72175100000001
194.154.164.62	192.168.1.243	6	SMTP	194	35.4062141438477	10.280194
80.229.33.66	192.168.1.243	62	TCP	60.4516129032258	0.843051042828596	0.499528999999995
80.229.33.66	192.168.1.243	84	SMTP	154.27380952381	100.162681070789	0.321650000000005
84.92.1.15	192.168.1.243	46	TCP	60.3913043478261	0.802170967356439	0.708109000000007
84.92.1.15	192.168.1.243	24	SMTP	86.75	22.5586192916993	0.293790999999999
212.159.8.1	192.168.1.243	98	TCP	60.265306122449	0.681886715629378	0.305993999999998
212.159.8.1	192.168.1.243	155	SMTP	91.0193548387097	34.7825286355429	0.271427000000003
217.37.67.232	192.168.1.91	72	TCP	60.4722222222222	0.855343143763791	0.491200000000006
217.37.67.232	192.168.1.91	80	SMTP	166.775	105.793203461915	0.298973000000018
194.217.242.75	192.168.1.91	3	TCP	60.6666666666667	1.15470053837925	10.1343785
194.217.242.75	192.168.1.236	48	TCP	60.6666666666667	0.952786134680662	1.42566399999998
81.91.102.6	192.168.1.239	133	TCP	60.5563909774436	0.899608785634458	0.297293999999994
81.91.102.6	192.168.1.239	185	SMTP	145.4	60.325043469236	0.258137500000004
195.11.207.193	192.168.1.247	507	TCP	168.958579881657	80.660466953797	0.345080500000009
195.11.207.193	192.168.1.247	242	SMTP	145.413223140496	59.1684660633538	0.313279000000023
194.70.52.3	192.168.1.247	300	TCP	151.753333333333	83.8372317468726	0.537211999999982
194.70.52.3	192.168.1.247	158	SMTP	136.278481012658	54.0733016780544	0.327214999999967
212.135.6.130	192.168.1.91	432	TCP	60.8009259259259	0.981120659532061	0.264628999999985
212.135.6.130	192.168.1.91	534	SMTP	123.089887640449	38.5691962506934	0.215687000000003
194.217.242.248	192.168.1.91	3	TCP	60.6666666666667	1.15470053837925	10.1337365
194.217.242.248	192.168.1.236	42	TCP	60.6666666666667	0.954237447227396	2.48407899999995
72.1.201.197	192.168.1.243	10	TCP	60.4	0.843274042711568	0.495700999999997
72.1.201.197	192.168.1.243	8	SMTP	116.5	52.4676771246559	0.261809999999997
72.1.201.196	192.168.1.243	9	TCP	60.4444444444444	0.881917103688197	0.431041000000008
72.1.201.196	192.168.1.243	8	SMTP	116.5	52.4676771246559	0.217257000000018
212.135.6.254	192.168.1.91	259	TCP	60.2548262548263	0.66816150388735	0.273879999999991
212.135.6.254	192.168.1.91	167	SMTP	128.48502994012	39.7246329283768	0.294765499999983
88.208.245.29	192.168.1.243	155	TCP	60.6451612903226	0.937958099221084	0.125529499999999
88.208.245.29	192.168.1.243	256	SMTP	86.01953125	19.5807931445988	0.0751309999999989
87.106.189.26	192.168.1.243	4	TCP	60.5	1	1.21829000000002
87.106.189.26	192.168.1.243	10	SMTP	124.5	60.1779767762999	0.301379999999995
80.168.69.104	192.168.1.239	3	TCP	60	0	0.310318499999994
80.168.69.104	192.168.1.239	1	SMTP	187	NA	NA
80.168.44.35	192.168.1.239	327	TCP	60	0	0.0952194999999989
80.168.44.35	192.168.1.239	109	SMTP	187	0	0.289272499999996
195.245.230.51	192.168.1.243	60	TCP	60	0	0.220179000000002
193.109.254.3	192.168.1.243	62	TCP	60.1290322580645	0.495351207341306	0.22152699999998
193.109.254.3	192.168.1.243	4	SMTP	181	0	16.22342
78.33.48.9	192.168.1.243	207	TCP	60.6666666666667	0.945094642612657	0.145380500000016
78.33.48.9	192.168.1.243	249	SMTP	112.767068273092	35.4876449399851	0.074506999999997
78.33.48.8	192.168.1.243	207	TCP	60.6666666666667	0.945094642612657	0.134476500000005
78.33.48.8	192.168.1.243	249	SMTP	112.767068273092	35.4876449399851	0.077731
69.175.12.154	192.168.1.243	5	TCP	60.4	0.894427190999916	0.496145500000011
69.175.12.154	192.168.1.243	4	SMTP	174	75.9341820262785	0.222166999999985
212.227.15.150	192.168.1.239	6	TCP	60	0	0.291703000000012
212.227.15.150	192.168.1.239	2	SMTP	123	0	0.648474999999991
85.158.139.179	192.168.1.243	212	TCP	60.0566037735849	0.332452859623659	0.190033999999997
85.158.139.179	192.168.1.243	6	SMTP	181	0	10.262751
85.158.140.211	192.168.1.243	216	TCP	60.0555555555556	0.329434563734508	0.190174000000013
85.158.140.211	192.168.1.243	6	SMTP	181	0	10.058073
194.154.164.153	192.168.1.243	48	TCP	60.5	0.875189948987367	0.656841999999983
194.154.164.153	192.168.1.243	36	SMTP	193.555555555556	33.0475367091056	0.336308000000031
85.115.58.190	192.168.1.239	206	TCP	60.3689320388349	0.777617264464271	0.300689000000034
85.115.58.190	192.168.1.239	221	SMTP	136.230769230769	76.5150380575678	0.246677000000005
85.115.58.190	192.168.1.91	278	TCP	61.7625899280576	7.3460937666945	0.303099000000088
85.115.58.190	192.168.1.91	268	SMTP	139.705223880597	79.459732639782	0.273449000000028
85.115.54.190	192.168.1.239	242	TCP	60.4049586776859	0.80536079795511	0.299995999999965
85.115.54.190	192.168.1.239	261	SMTP	136.743295019157	76.5244506116103	0.28683700000002
89.145.76.100	192.168.1.243	9	TCP	62.8888888888889	5.75422550054402	0.721121999999994
89.145.76.100	192.168.1.243	7	SMTP	99.1428571428571	19.7773319015194	1.155798
89.145.77.78	192.168.1.243	23	TCP	60	0	0.494275000000002
89.145.77.78	192.168.1.243	22	SMTP	150.318181818182	76.5066983457977	0.292721999999998
194.154.164.158	192.168.1.243	48	TCP	60.5	0.875189948987367	0.660170999999991
194.154.164.158	192.168.1.243	36	SMTP	193.388888888889	33.1458058348933	0.313118999999972
212.50.160.71	192.168.1.243	3	TCP	60.6666666666667	1.15470053837925	0.355324499999995
212.50.160.71	192.168.1.243	1	SMTP	281	NA	NA
81.103.221.10	192.168.1.91	361	TCP	60.590027700831	7.21405343365815	0.237120000000019
81.103.221.10	192.168.1.91	259	SMTP	110.737451737452	39.5717455932278	0.260083999999978
213.171.216.1	192.168.1.243	3	TCP	60.6666666666667	1.15470053837925	0.726428999999996
213.171.216.1	192.168.1.243	4	SMTP	138.5	75.9583219052835	0.291674
213.171.216.1	192.168.1.239	180	TCP	60.6555555555556	0.941425415281952	0.182467000000031
213.171.216.1	192.168.1.239	236	SMTP	137.491525423729	65.3067714403419	0.121572000000015
212.74.114.145	192.168.1.243	3	TCP	60.6666666666667	1.15470053837925	0.313091500000013
212.74.114.145	192.168.1.243	1	SMTP	154	NA	NA
83.104.219.57	192.168.1.236	54	TCP	60.5925925925926	0.92182179177602	0.747846000000038
83.104.219.57	192.168.1.236	77	SMTP	112.207792207792	12.5250671416812	0.348145499999987
194.217.242.9	192.168.1.236	42	TCP	60.3333333333333	0.754390940465824	0.405073999999956
194.217.242.9	192.168.1.236	28	SMTP	136.5	54.0277706369604	0.309769000000017
92.48.64.180	192.168.1.243	10	TCP	60.4	0.843274042711568	0.583307999999988
92.48.64.180	192.168.1.243	8	SMTP	172.5	69.2263368544495	0.276400000000024
213.171.216.105	192.168.1.243	6	TCP	60.6666666666667	1.03279555898864	0.577155000000005
213.171.216.105	192.168.1.243	8	SMTP	138.5	70.3237411649051	0.291453000000047
80.175.48.51	192.168.1.243	20	TCP	60.6	0.940324691963255	0.471716000000015
80.175.48.51	192.168.1.243	24	SMTP	100.5	35.5515547265976	0.274977000000035
194.217.242.207	192.168.1.236	36	TCP	60.3333333333333	0.755928946018454	0.52759599999996
194.217.242.207	192.168.1.236	24	SMTP	135.5	54.0989431705825	0.434738999999979
194.193.194.199	192.168.1.239	221	TCP	60.6515837104072	0.939467803167298	0.623558000000031
194.193.194.199	192.168.1.239	288	SMTP	137.506944444444	55.6975401564667	0.316222999999979
217.68.23.131	192.168.1.243	4	TCP	60.5	1	0.581407999999954
217.68.23.131	192.168.1.243	3	SMTP	193.333333333333	118.698497603522	0.306069000000008
65.39.178.142	192.168.1.243	167	TCP	60.2155688622754	0.622081237470279	1.37608950000001
65.39.178.142	192.168.1.243	81	SMTP	114.641975308642	41.6204002389379	0.494695499999978
212.158.206.210	192.168.1.91	108	TCP	60.6851851851852	0.953578093466507	0.280443999999989
212.158.206.210	192.168.1.91	77	SMTP	121.961038961039	19.48578534433	0.132160500000026
217.41.54.79	192.168.1.91	115	TCP	60.6434782608696	0.938375830403079	0.40827299999998
217.41.54.79	192.168.1.91	191	SMTP	100.685863874346	36.5730093052859	0.265466000000032
82.163.227.97	192.168.1.239	19	TCP	61.8947368421053	1.24252148839479	3.84285450000002
213.40.79.228	192.168.1.243	4	TCP	60.5	1	0.431694999999991
213.40.79.228	192.168.1.243	5	SMTP	132.6	54.4821071545512	0.331986499999999
65.39.178.137	192.168.1.243	110	TCP	60.4909090909091	0.864651964192907	2.04739700000005
65.39.178.137	192.168.1.243	66	SMTP	115.19696969697	43.7866223676627	0.302446000000032
65.39.178.136	192.168.1.243	116	TCP	60.8275862068966	0.989298056541941	1.82763599999998
65.39.178.136	192.168.1.243	72	SMTP	120.930555555556	45.0646878993038	0.298592999999983
213.120.214.3	192.168.1.243	10	TCP	60.4	0.843274042711568	0.59337800000003
213.120.214.3	192.168.1.243	15	SMTP	102.066666666667	35.5898594439216	0.302245999999997
192.168.1.52	192.168.5.1	2	DNS	89.5	19.0918830920368	343.948855
192.168.1.52	192.168.1.155	1	UDP	177	NA	NA
192.168.1.52	192.168.1.155	3788	TCP	61.5971488912355	0.802236313188577	0.00259200000004967
192.168.1.52	192.168.1.155	3	NBSS	82	38.1051177665153	105.8965615
192.168.1.52	192.168.1.155	1533	SMB	220.05609915199	78.3733248744449	0.00177850000000035
192.168.1.52	192.168.1.155	2	ICMP	74	0	0.0010260000000244
192.168.1.52	192.168.1.155	1	LANMAN	176	NA	NA
192.168.1.52	192.168.1.255	3	BROWSER	236.666666666667	17.8978583448784	172.654288
192.168.1.52	192.168.1.255	9	NBNS	92	0	0.750004499999989
192.168.1.52	200.51.43.5	2	DNS	82	8.48528137423857	152.618158
192.168.1.52	174.120.107.34	48	TCP	64.1666666666667	3.84449500506525	0.00565599999993083
192.168.1.52	174.120.107.34	2	HTTP	327	1.4142135623731	0.260870999999952
192.168.1.52	192.168.1.157	4	NBNS	92	0	2.28069899999991
192.168.1.52	192.168.1.91	1	UDP	177	NA	NA
78.32.130.235	192.168.1.243	6	TCP	60	0	0.786833000000001
85.233.160.21	192.168.1.236	60	TCP	60.6666666666667	0.950765377083057	0.292169999999999
85.233.160.20	192.168.1.236	60	TCP	60.6666666666667	0.950765377083057	0.294060000000059
154.32.105.132	192.168.1.247	84	TCP	61.2380952380952	0.977075148717902	1.59992299999999
154.32.105.132	192.168.1.247	49	SMTP	118.387755102041	52.9515566054368	0.304924999999997
212.135.6.132	192.168.1.236	28	TCP	60.5	0.881917103688197	0.557586999999955
212.135.6.132	192.168.1.236	28	SMTP	125.5	41.8546868918502	0.288249000000008
83.170.81.160	192.168.1.91	63	TCP	60.6349206349206	0.938454242127624	0.246770999999995
83.170.81.160	192.168.1.91	100	SMTP	120.51	49.4955349480939	0.207552000000021
83.170.81.160	192.168.1.239	7	TCP	60.5714285714286	0.975900072948533	0.978065000000015
83.170.81.160	192.168.1.239	10	SMTP	118.4	49.5607371481364	0.303790000000049
213.208.106.216	192.168.1.239	189	TCP	60	0	0.248189499999995
213.208.106.216	192.168.1.239	63	SMTP	188	0	0.562908499999992
154.32.107.132	192.168.1.247	112	TCP	61.375	0.931191235524217	0.959378000000015
154.32.107.132	192.168.1.247	56	SMTP	118.285714285714	53.5196529020251	0.332858999999985
195.149.33.73	192.168.1.239	189	TCP	60	0	0.239123999999975
195.149.33.73	192.168.1.239	63	SMTP	188	0	0.5396365
194.223.156.9	192.168.1.247	139	TCP	60.6762589928058	0.949567615851731	0.312561000000017
194.223.156.9	192.168.1.247	46	SMTP	91	0	1.08869400000003
194.223.156.10	192.168.1.247	138	TCP	60.6666666666667	0.946243694274245	0.314421999999922
194.223.156.10	192.168.1.247	46	SMTP	91	0	1.08381800000001
212.135.6.24	192.168.1.236	56	TCP	60.5	0.873862897505303	0.557803000000035
212.135.6.24	192.168.1.236	56	SMTP	131.5	47.9192502597291	0.290068000000019
194.223.156.11	192.168.1.247	134	TCP	60.7313432835821	1.05605436110134	0.339271999999994
194.223.156.11	192.168.1.247	126	SMTP	93.515873015873	28.6791168976966	0.181003999999973
194.223.183.170	192.168.1.247	126	TCP	60	0	0.606343000000038
62.189.160.90	192.168.1.247	126	TCP	60	0	0.554495999999972
212.22.96.10	192.168.1.91	146	ICMP	70	0	1.29708600000004
192.168.1.36	192.168.1.255	4	BROWSER	229.5	15.5884572681199	23.279622
192.168.1.36	192.168.1.255	12	NBNS	92	0	0.749999000000003
192.168.1.36	192.168.1.155	1	UDP	177	NA	NA
192.168.1.36	192.168.1.155	3771	TCP	61.5969238928666	0.802404264707318	0.0012215000000424
192.168.1.36	192.168.1.155	5	NBSS	73.2	29.5160973029972	0.0669364999999971
192.168.1.36	192.168.1.155	1533	SMB	220.05609915199	78.3733248744449	0.00101549999999406
192.168.1.36	192.168.1.155	1	LANMAN	176	NA	NA
192.168.1.36	192.168.1.155	2	ICMP	74	0	0.071091000000024
192.168.1.36	192.168.1.155	1	HTTP	437	NA	NA
192.168.1.36	192.168.1.71	1	TCP	60	NA	NA
192.168.1.36	192.168.1.157	5	NBNS	92	0	2.78650449999998
192.168.1.36	192.168.5.1	1	DNS	88	NA	NA
192.168.1.36	200.51.43.5	2	DNS	88	0	0.0103540000000066
192.168.1.36	192.168.1.91	1	UDP	177	NA	NA
192.168.1.9	192.168.1.255	3	BROWSER	234	15.5884572681199	196.250266
192.168.1.9	192.168.1.255	372	NBNS	92	0	4.00000000126965e-05
192.168.1.9	192.168.5.1	1	DNS	71	NA	NA
192.168.1.9	200.51.43.5	373	DNS	79.5549597855228	11.3578312858219	0.000147499999968659
192.168.1.9	65.55.17.25	3	TCP	60.6666666666667	1.15470053837925	0.253549999999962
192.168.1.9	65.55.17.25	1	HTTP	224	NA	NA
192.168.1.9	192.168.1.157	125	NBNS	92	0	0.000203499999997803
192.168.1.9	74.208.64.145	42	TCP	61.0476190476191	1.01097347320826	2.99974399999996
192.168.1.9	74.208.64.145	10	HTTP	236	0	17.639515
192.168.1.9	221.7.91.31	133	TCP	61.9699248120301	15.0835751778489	0.00819699999999557
192.168.1.9	221.7.91.31	32	HTTP	234	0	7.27181200000007
192.168.1.9	149.20.56.32	42	TCP	60.6666666666667	0.954237447227396	0.224892000000068
192.168.1.9	149.20.56.32	14	HTTP	235	0	14.3979840000001
192.168.1.9	143.215.143.11	41	TCP	65.2926829268293	27.5047667709063	0.234046000000035
192.168.1.9	143.215.143.11	9	HTTP	237	0	25.8017375
192.168.1.9	199.2.137.252	47	TCP	60.5957446808511	0.924534535486938	0.224968499999989
192.168.1.9	199.2.137.252	13	HTTP	236	0	14.76437
192.168.1.9	83.68.16.6	50	TCP	61.24	1.70903959185579	0.399037000000021
192.168.1.9	83.68.16.6	9	HTTP	233	0	10.078952
192.168.1.9	97.74.200.45	51	TCP	61.2941176470588	0.965279599847812	2.91012949999998
192.168.1.9	97.74.200.45	9	HTTP	235	0	23.0147935000001
192.168.1.9	205.188.161.4	45	TCP	61.2444444444444	0.9806202943118	3.00209949999999
192.168.1.9	205.188.161.4	8	HTTP	236	0	20.9326140000001
192.168.1.9	192.168.1.155	2980	TCP	61.489932885906	0.871906459996683	0.00265000000001692
192.168.1.9	192.168.1.155	5	NBSS	73.2	29.5160973029972	10.5574395
192.168.1.9	192.168.1.155	1533	SMB	220.066536203523	78.3850425221082	0.00148649999999861
192.168.1.9	192.168.1.155	1	LANMAN	176	NA	NA
192.168.1.9	192.168.1.155	3	ICMP	74	0	10.5309335
192.168.1.240	192.168.1.155	1	UDP	177	NA	NA
192.168.1.240	192.168.1.155	7	TCP	61.4285714285714	0.975900072948533	0.00484149999999772
192.168.1.240	192.168.1.155	10	SMB	140.3	63.1507015884314	0.000930000000039399
192.168.1.240	192.168.1.91	1	UDP	177	NA	NA
80.64.53.204	192.168.1.91	84	TCP	60.6666666666667	0.948471609261077	0.709927999999991
80.64.53.204	192.168.1.91	112	SMTP	83	15.6585181032302	0.248315999999932
80.64.53.203	192.168.1.91	84	TCP	60.6666666666667	0.948471609261077	0.715553999999997
80.64.53.203	192.168.1.91	112	SMTP	83	15.6585181032302	0.248211999999967
216.163.188.58	192.168.1.239	52	TCP	60.0769230769231	0.388367818690309	0.229097000000024
216.163.188.58	192.168.1.239	87	SMTP	81.8275862068966	27.8914869468419	0.129437500000051
192.168.1.242	192.168.1.255	3	BROWSER	234	15.5884572681199	202.162042
192.168.1.242	192.168.1.255	372	NBNS	92	0	0.0155949999999621
192.168.1.242	192.168.5.1	1	DNS	73	NA	NA
192.168.1.242	200.51.43.5	374	DNS	79.5401069518717	11.3457599638557	0.000199999999949796
192.168.1.242	69.147.76.15	7	TCP	60.2857142857143	0.755928946018454	0.114212499999951
192.168.1.242	69.147.76.15	1	HTTP	226	NA	NA
192.168.1.242	68.142.226.230	3	TCP	60.6666666666667	1.15470053837925	0.226272499999993
192.168.1.242	68.142.226.230	1	HTTP	230	NA	NA
192.168.1.242	74.208.64.145	25	TCP	60.96	1.01980390271856	4.50124600000004
192.168.1.242	74.208.64.145	6	HTTP	236	0	31.8652519999999
192.168.1.242	221.7.91.31	83	TCP	60.578313253012	0.912253734596702	0.0294019999999477
192.168.1.242	221.7.91.31	24	HTTP	234	0	0.884273000000007
192.168.1.242	192.168.1.157	125	NBNS	92	0	0.0105715000000259
192.168.1.242	205.188.161.4	70	TCP	76	49.3529142495915	0.922624999999925
192.168.1.242	205.188.161.4	13	HTTP	236	0	13.2298280000001
192.168.1.242	83.68.16.6	56	TCP	60.9642857142857	1.00840622612275	0.558833999999933
192.168.1.242	83.68.16.6	12	HTTP	233	0	7.60435699999994
192.168.1.242	143.215.143.11	64	TCP	60.9375	1.0059347702037	0.866377999999941
192.168.1.242	143.215.143.11	13	HTTP	237	0	15.1747945
192.168.1.242	199.2.137.252	28	TCP	60.6428571428571	0.951189731211342	0.288078999999925
192.168.1.242	199.2.137.252	9	HTTP	236	0	15.1395705
192.168.1.242	97.74.200.45	36	TCP	61.3333333333333	0.956182887467515	3.04408000000001
192.168.1.242	97.74.200.45	6	HTTP	235	0	22.1489790000001
192.168.1.242	149.20.56.32	48	TCP	60.625	0.936834870437734	0.250081000000023
192.168.1.242	149.20.56.32	15	HTTP	235	0	7.52279249999998
192.168.1.242	192.168.1.155	3074	TCP	61.5022771633051	0.864847367857378	0.00263600000005226
192.168.1.242	192.168.1.155	1545	SMB	219.458252427184	78.5467813696037	0.00150299999995696
192.168.1.242	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.242	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.242	192.168.1.155	1	HTTP	239	NA	NA
192.168.1.242	192.168.1.155	5	NBSS	73.2	29.5160973029972	10.5651389999999
192.168.1.242	192.168.1.155	2	ICMP	74	0	21.0681420000001
192.168.1.242	192.168.1.155	1	LANMAN	176	NA	NA
212.108.64.65	192.168.1.236	145	TCP	60.5241379310345	0.882568525988285	0.297837000000072
212.108.64.65	192.168.1.236	129	SMTP	114.186046511628	43.7537083145997	0.268220999999983
216.82.248.44	192.168.1.239	33	TCP	60	0	0.384443000000033
85.158.137.67	192.168.1.239	32	TCP	60	0	0.446866
192.168.1.71	192.168.1.255	3	BROWSER	236.666666666667	17.8978583448784	196.0456445
192.168.1.71	192.168.1.255	381	NBNS	92	0	4.50000000000728e-05
192.168.1.71	192.168.5.1	1	DNS	71	NA	NA
192.168.1.71	200.51.43.5	374	DNS	79.5775401069519	11.35099898013	0.000147999999967396
192.168.1.71	65.55.17.25	5	TCP	60.4	0.894427190999916	0.0107400000000553
192.168.1.71	65.55.17.25	1	HTTP	243	NA	NA
192.168.1.71	192.168.1.157	128	NBNS	92	0	0.000766999999996187
192.168.1.71	221.7.91.31	95	TCP	60.5684210526316	0.906860748171045	0.00967949999994744
192.168.1.71	221.7.91.31	27	HTTP	253	0	10.769047
192.168.1.71	149.20.56.32	70	TCP	60.5428571428571	0.89581497645981	0.0104039999999941
192.168.1.71	149.20.56.32	19	HTTP	254	0	7.49217199999993
192.168.1.71	74.208.64.145	39	TCP	61.1794871794872	0.99662047022596	1.474355
192.168.1.71	74.208.64.145	7	HTTP	255	0	20.942238
192.168.1.71	97.74.200.45	30	TCP	61.2	0.99654575824488	5.52212300000008
192.168.1.71	97.74.200.45	6	HTTP	254	0	37.5252380000001
192.168.1.71	143.215.143.11	44	TCP	60.8181818181818	0.994700545629531	0.0048029999999244
192.168.1.71	143.215.143.11	12	HTTP	256	0	14.733355
192.168.1.71	199.2.137.252	60	TCP	60.5666666666667	0.90883920501097	0.0157769999999573
192.168.1.71	199.2.137.252	17	HTTP	255	0	6.89674449999995
192.168.1.71	205.188.161.4	37	TCP	66.4594594594595	31.8822439216169	2.36214100000001
192.168.1.71	205.188.161.4	6	HTTP	255	0	7.13191499999994
192.168.1.71	83.68.16.6	64	TCP	61.03125	1.46892412848251	0.290820999999937
192.168.1.71	83.68.16.6	13	HTTP	252	0	7.30797150000001
192.168.1.71	192.168.1.155	3119	TCP	61.5113818531581	0.859491388641992	0.0026505000000725
192.168.1.71	192.168.1.155	6	NBSS	71	26.944387170615	11.249597
192.168.1.71	192.168.1.155	1533	SMB	220.066536203523	78.3850425221082	0.00150050000002011
192.168.1.71	192.168.1.155	1	LANMAN	176	NA	NA
192.168.1.71	192.168.1.155	2	ICMP	74	0	0.000336999999944965
213.171.216.65	192.168.1.239	46	TCP	60.6521739130435	0.947919155116976	0.303792000000044
213.171.216.65	192.168.1.239	60	SMTP	136.483333333333	65.1073407474844	0.272487999999953
195.188.53.46	192.168.1.239	189	TCP	60.5185185185185	0.878784173347161	0.301424000000054
195.188.53.46	192.168.1.239	207	SMTP	119.405797101449	42.6484792432797	0.295378500000027
69.147.76.15	192.168.1.247	10	TCP	1064	692.365991847279	0.025323999999955
69.147.76.15	192.168.1.247	1	HTTP	133	NA	NA
69.147.76.15	192.168.1.242	9	TCP	1160	623.074634373764	0.00780550000001767
69.147.76.15	192.168.1.242	1	HTTP	284	NA	NA
69.147.76.15	192.168.1.91	10	TCP	1064	692.365991847279	0.00461999999993168
69.147.76.15	192.168.1.91	1	HTTP	133	NA	NA
68.142.226.230	192.168.1.247	4	TCP	769.75	819.634217196915	0.169541999999979
68.142.226.230	192.168.1.242	5	TCP	1207.6	640.40986875594	0.00750149999998939
68.142.226.230	192.168.1.91	5	TCP	920.8	784.88674342226	0.00753449999996292
97.74.200.45	192.168.1.247	15	TCP	60.4	0.828078671210825	0.156671000000017
97.74.200.45	192.168.1.243	30	TCP	60.4666666666667	0.860366134304153	0.225363000000016
97.74.200.45	192.168.1.238	30	TCP	60.5333333333333	0.899552890217607	8.04671000000008
97.74.200.45	192.168.1.71	18	TCP	60.5555555555556	0.921777197924954	8.28960100000006
97.74.200.45	192.168.1.239	8	TCP	60.5	0.925820099772551	0.280583999999976
97.74.200.45	192.168.1.236	2	TCP	61	1.4142135623731	0.0456409999999323
97.74.200.45	192.168.1.9	27	TCP	60.4444444444444	0.847318545736323	2.0264075
97.74.200.45	192.168.1.242	18	TCP	60.5555555555556	0.921777197924954	8.36126999999999
97.74.200.45	192.168.1.91	19	TCP	60.6315789473684	0.955133865881839	0.0898225000000252
97.74.200.45	192.168.1.245	24	TCP	60.5	0.884651736929383	2.420027
205.188.161.4	192.168.1.247	13	TCP	60.3076923076923	0.751067616198811	1.660887
205.188.161.4	192.168.1.247	1	HTTP	266	NA	NA
205.188.161.4	192.168.1.243	32	TCP	60.5	0.87988269012812	2.10583899999995
205.188.161.4	192.168.1.243	1	HTTP	266	NA	NA
205.188.161.4	192.168.1.236	7	TCP	60.5714285714286	0.975900072948533	0.0559289999999919
205.188.161.4	192.168.1.239	18	TCP	70.8888888888889	43.2134087154723	1.42518700000005
205.188.161.4	192.168.1.239	2	HTTP	163	145.663996924429	61.461774
205.188.161.4	192.168.1.91	31	TCP	60.5806451612903	0.922828750758128	1.06577099999998
205.188.161.4	192.168.1.91	1	HTTP	266	NA	NA
205.188.161.4	192.168.1.242	43	TCP	64.7441860465116	28.0000791012963	1.1462315
205.188.161.4	192.168.1.242	2	HTTP	163	145.663996924429	8.06944399999998
205.188.161.4	192.168.1.238	27	TCP	67.1111111111111	35.3589650620095	3.89051800000004
205.188.161.4	192.168.1.238	1	HTTP	60	NA	NA
205.188.161.4	192.168.1.9	25	TCP	60.48	0.871779788708135	8.48518300000001
205.188.161.4	192.168.1.245	27	TCP	60.3703703703704	0.791694781327139	0.163357500000075
205.188.161.4	192.168.1.71	22	TCP	68.8181818181818	39.1366791345364	0.202291000000059
205.188.161.4	192.168.1.71	2	HTTP	163	145.663996924429	13.813609
83.68.16.6	192.168.1.247	17	TCP	75.5294117647059	42.3410522528946	0.178770999999983
83.68.16.6	192.168.1.247	3	HTTP/XML	450	88.3345911860127	23.4912835
83.68.16.6	192.168.1.243	33	TCP	64.3030303030303	22.2211679042822	0.168463999999972
83.68.16.6	192.168.1.243	5	HTTP/XML	521.4	68.4236801114936	34.79038
83.68.16.6	192.168.1.236	8	TCP	76.5	45.0618622403849	0.04568299999994
83.68.16.6	192.168.1.236	1	HTTP/XML	399	NA	NA
83.68.16.6	192.168.1.239	26	TCP	75.1538461538462	41.5698855497027	0.0448410000000194
83.68.16.6	192.168.1.239	5	HTTP/XML	460.2	83.8015512982904	11.993442
83.68.16.6	192.168.1.242	43	TCP	63.4418604651163	19.4658459451681	0.31397000000004
83.68.16.6	192.168.1.242	5	HTTP/XML	521.4	68.4236801114936	15.9122175
83.68.16.6	192.168.1.91	52	TCP	109.596153846154	139.190130878366	0.154915999999957
83.68.16.6	192.168.1.91	4	HTTP/XML	513.75	76.5	66.6290849999999
83.68.16.6	192.168.1.9	44	TCP	117.431818181818	132.008174117464	0.0226979999999912
83.68.16.6	192.168.1.9	3	HTTP/XML	501	88.3345911860127	53.0782545
83.68.16.6	192.168.1.238	29	TCP	60.4137931034483	0.824501640789771	0.310048000000052
83.68.16.6	192.168.1.238	5	HTTP/XML	552	0	30.643163
83.68.16.6	192.168.1.245	40	TCP	75.8	79.8213389630001	0.285591999999951
83.68.16.6	192.168.1.245	8	HTTP/XML	532.875	54.0936687607709	8.07145800000001
83.68.16.6	192.168.1.71	53	TCP	116.037735849057	157.25945761753	0.273595999999998
83.68.16.6	192.168.1.71	2	HTTP/XML	552	0	55.891751
143.215.143.11	192.168.1.247	22	TCP	60	0	0.191383999999971
143.215.143.11	192.168.1.247	4	HTTP	699	0	1.73877399999992
143.215.143.11	192.168.1.238	22	TCP	70.9090909090909	49.8329677555399	0.427410000000009
143.215.143.11	192.168.1.238	2	HTTP	582.5	201.525432638166	15.1954780000001
143.215.143.11	192.168.1.236	8	TCP	60.25	0.707106781186548	0.190652999999998
